,content,type
2052, somewhere never travelledgladly beyond experienceyour eye silence frail gesture thing enclose can not touch near slightest look easily unclose though closed finger open always petal petal spring open touching skilfullymysteriouslyher first rose wish close mei life shut beautifullysuddenly heart flower imago snow carefully everywhere descending nothing perceive world equal power intense fragilitywhose texture compels colour country rendering death forever breathing know close opensonly something understands voice eye deeper rose nobodynot even rainhas small handswhy must every park anus stick quote statue unquote prove hero equal jerk afraid dare answer quote citizen unquote might otherwise forgetto err humanto forgive divinethat quote state unquote say kill killing act christian love like think flower gave loved far departed mouth sweetlysaluted lingers one marvel seeing hunger lip dead thing shall instruct silently becoming step seek face entreatby certain foolish perfectcruellylove walk autumn long last flower whose hair thy lip cold song first witherto pas shallowness sunlight fall andcruelly across grass come moon lovewalk autumn lovefor last flower hair withers thy hair acold withi stopped see home marshland pure vision ancient life risen rising shudder bed come living religion get offended easily blow hundredfoot buddha problem entire mountainside presumably,Love
2053, oh oh sorry word give back book take kiss instead enemy friend heard “ what big book little head ” come show newest hat may watch purse mouth prink oh shall love still never shall tell think shall sweet crafty soft sly catch reading shall called wife pattern day knock push door sane day bright stormy shall gone may whistle time bring relief lied told time would ease pain miss weeping rain want shrinking tide old snow melt every mountainside last year leaf smoke every lane last year bitter loving must,Love
2054, said almitra speak u love raised head looked upon people fell stillness upon great voice said love beckons follow though way hard steep wing enfold yield though sword hidden among pinion may wound speaks believe though voice may shatter dream north wind lay waste garden even love crown shall crucify even growth pruning even ascends height caress tenderest branch quiver sun shall descend root shake clinging earth like sheaf corn gather unto threshes make naked sifts free husk grind whiteness kneads pliant assigns sacred fire may become sacred bread god ’ s sacred feast thing shall love unto may know secret heart knowledge become fragment life ’ s heart heart would seek love ’ s peace love ’ s pleasure better cover nakedness pas love ’ s threshingfloor seasonless world shall laugh laughter weep tear love give naught take naught love posse would possessed love sufficient unto love love say “ god heart ” rather “ i heart god ” think direct course love love find worthy directs course love desire fulfil love must need desire let desire melt like running brook sings melody night know pain much tenderness wounded understanding love bleed willingly joyfully wake dawn winged heart give thanks another day loving rest noon hour meditate love ’ s ecstasy return home eventide gratitude sleep prayer beloved heart song praise upon lip merchant said speak u buying selling answered said earth yield fruit shall want know fill hand exchanging gift earth shall find abundance satisfied yet unless exchangethen ploughman said speak u work answered saying work may keep pace earth soul earth idle become stranger unto season step life ’ s procession march majesty proud submission towards thethen priestess said speak u prayer answered saying pray distress need would might pray also fullness joy day abundance prayer expansion living ether,Love
2055, kissed kiss youth upon dead man ’ s brow long ago— i ’ m grown man it ’ s lain dust thirty year more— lip set light dead man ’ s door feed soul beauty till die give hand pleasant task keep heart forever filled anew dream wonder day supply love conscious living thereby respect brute render due know world planned good true— thus —becauselo house untenanted stand beside road time lived fled house clime tower pointing sky long shadow ground never shade passerby never echo back soundi glad daylong gift song time change sorrow sunset wing worldend thing hang edge tomorrow glad heart whose gate apart entranceplace wonder dream come rush din like sheep thebefore kissed wind heaven kissed tenderness rain— come care kiss like sought sea sent wind meet surged singing south— turned head away keep still holy kissno love dead heart eye mouth announced start funeral listen ive enough picturesque colorful charming love love tenderness cruelty love one name one form everything disappears mouthsjenny kissd met jumping chair sat time thief love get sweet list put say im weary say im sad say health wealth missd say im growing old add jenny kissd,Love
2056, born woman distressed need notion kind urged propinquity find person fair feel certain zest bear body weight upon breast subtly fume life designed clarify pulse cloud mind leave undone possessed think however poor treason stout blood staggering brain shall remember love season scorn pity—let make plain find frenzy insufficient reason conversation meet death say heart bowed unto thine mother red gown make shroud good would wait wear bridal thing dress dark hair made answerings tonight till came could could wait gown bright flame,Love
2057, never never may fruit plucked bough gathered barrel would eat love must eat hang though branch bend like reed would eat love may bear away belly hold nothing apron nothing pocket never never may fruit gathered bough harvested barrel winter love cellar empty bin orchard soft rot gazing upon severe dead seemed curious thing lain beside many night cold bed would desirous body great heat gone last seemed taut nerve loosened forever formally sheet set forth toi think learn beautiful language useless commercial purpose work hard think learn latin name every songbird america wherever sing shun meditation though invite controversial world flat bat eat cat digging hard evening love return like wand ’ rer ’ cross sea evening love return violet evening life ’ s song field full green star golden crown eye god keen wondered would talk southern california youre never really sure spring begin mean experience spring vernal equinox one thing spring something else ive living twenty year,Love
2058, hearing word word among tuned liking salty day inland wood pushed wind flung hissing leeward like ton spray thought matinicus tide came pounding came running though gut rock warning whistle cried child whimpered door blew shut autumn men go forth slapping skirt island woman stand garden stripped scattered peering north dahlia tuber dripping hand wind endurance driving south flattened word speaking mouthoh oh sorry word give back book take kiss instead enemy friend heard “ what big book little head ” come show newest hat may watch purse mouth prink oh shall love still never,Love
2059, summer afternoon sit quiescent park idly watch sunbeam gild tint ashtrees bark else watch squirrel frisk chaffer grassy lane mark voice breaking love pain know woman would give chance heaven take place see lovelight eye loveglow face there man whose lightest word set chilly blood afire fulfillment least behest defines life ’ s desire none ’ ti said world full jest like these— wish deadwhen april meadow wide spring sweet growth pied close book drop pursuit past brook longer mute joyous roam countryside look violet shy abide mating robin hide— keen sense acute when “ i remember little young girl old mammy would sit door evening look star groan would say ‘ mammy make groan so ’ would say ‘ i groaning think poor child know don ’ t know beif peace dead leaden thing better far hateful fret sting better wound forever seeking balm gray calm pain surcease better far ache longdrawn dreary day night white wake better choking sigh sobbing breathsomeone wait door dead time secret separate u dead see could order takeout climb fire escape though keeping anything need may sound like,Love
2060, shall love always matter party power shall love alwayslisten child father dead old coat ill make little jacket ill make little trouser old pant therell pocket thing used put key penny covered tobacco dan shall penny save bank anne shall key make,Love
2061, think loved presently given earnest word flung jest lifted honest eye see caught hand cheek breast pretty folly flung aside beneath gaze naked reticence shorn pride spread like chart little wicked way remained one waking recurrent dream cherish le certain stake gained walk memory hall austere supreme ghost marble girl knew would loved day twoto purpose april return beauty enough longer quiet redness little leaf opening stickily know know sun hot neck observe spike crocus smell earth good apparent death,Love
2062, would decry instruments— grass ever fragile provide string stout enough insect mood glide glissando toe along wire fingertip zithers— though mere sound ours— first inspiration— discord without resolution— would cry loved even tinkling come loving evening ghost come back like red banty hen catalpa limb chickenwired hutch clucking clucking falling last headunderwing sleep think field grass lay omaha lincoln summer think air,Love
2063, lay shade diaphanous spoke light burn u glooming ’ s net caught shimmered like reflected water romantic emphatic mood life eludes vulgar tinsel round fold shed rather shudder cold attend elusive hour shadow shadow bower moving imagery fine must soul near mine blended possessed phantom guest inseparate scarcely met yet lovenights forget must mount feed dove perhaps spend nocturnal hour upon roof high aloof terraced bower catch cloud draw bath shower moon made pale night let meet flute viol supperhold soul open welcoming let quiet spirit bathe clear rippled coolness looselimbed weary find rest outstretched upon peace bed ivory let flickering flame soul play limb may comewe can not live except thus mutually alternate aware unaware reflex act life bear virtue onward impulsively full invocation instantly compellant certes live life whoever breathes air count dying yearsin wild soft summer darkness many many night two together sat park watched hudson wearing light like golden spangle glinting black satin rail along curving pathway low happy place let u cross hill tree,Love
2064, heart house people come go winter love sash beset snow light lamp lay cloth blow coal blaze winter love frost thick upon pane know winter come leaf listless bough watched love little brought plant house water turn south snap dead brown stem winter love— tend water time stood watched small illnatured sparrow ’ fray loved beggar fed cared say stood watched sight today reach around door set bowl upon step heart winter love scatter crumb upon sill close window—and bird may take leave oh prue patient man joan gentle lover agathas arth hugthehearth­— true love rover mig man good cheese honest briar sue tell love he thinking of­— dear lad liar oh sue prue agatha thick mig joan,Love
2065, death barber barber talked cutting life sleep trim hair— moment said die every night— newest way grow hair bald death— told quartz lamp old men third set teeth cue old man said door—,Love
2066, sit sew—a useless task seems hand grown tired head weighed dreams— panoply war martial tred men grimfaced sterneyed gazing beyond ken lesser soul whose eye seen death learned hold life breath— but—i must sit sew sit,Love
2067, easy enough bend wish easy enough alter touch adrift great sea shall call back cedar white ash rockcedar sand plant tamarisk red cedar white cedar black cedar inmost forest fragrance upon fragrance seamagic nought easy enough— thought called sharp edge earth prayed touch cried sight face entreated till pity turned self panther panther black leopard follows close— black panther red great hound godlike beast cut sand clear ring shut earth cover seasound throat searoar bark bellowing snarl seastars swirl sand rocktamarisk wind resonance— voice easy enough call men edge earth easy enough summon foot thought— beautiful see tall panther sleek deerhound circle dark easy enough make cedar white ash fume palace cover seacaves ivory onyx would give rockfringes coral inmost chamber island palace gift whole region power magic glance saw first pear fell— honeyseeking goldenbanded yellow swarm fleet spare u loveliness fell prostrate cry flayed u blossom spare u beautywhirl sea— whirl pointed pine splash great pine rock hurl green us— cover u pool fir,Love
2068, dark past child born joy grief heart torn calm cradle living lie may love mercy unclose eye young life breathed glass world come pas child sleeping old man gone father forsaken forgive son,Love
2069, although feed bread bitterness sink throat tiger tooth stealing breath life confess love cultured hell test youth vigor flow like tide blood giving strength erect hate bigness sweep like flood yet,Love
2070, gazing upon severe dead seemed curious thing lain beside many night cold bed would desirous body great heat gone last seemed taut nerve loosened forever formally sheet set forth today heavy curve length familiar bedroom door one enters sly proud husband speaks crowd see man never saw man eats victual side small absurd unclassified curse thee life live thee thou hast mocked starved beat body sore pledge pledged kissed thy crust eaten sparingly might eat met thy sneer deprecation thy blow tears— aye thy glutted lash “ inert perfection let chip shell can not break soft beak broke never befell issue thence never speak ” perfection egg fluid thing grows solid due course exists knowing urge struggle forth sing,Love
2071, lost lost although long lost candle lit noon lost snowflake sea love find still spirit beautiful bright yet long lost light lost light oh plunge deep love—put sens leave deafwhat give lord lover given world showed light joy cover wild sweet earth restless sea gift giving— gave would find old soul would weary always living mirror,Love
2072, went ship set keel breaker forth godly sea set mast sail swart ship bore sheep aboard body also heavy weeping wind sternward bore u onward bellying canvas circe craft trimcoifed goddess sat,Love
2073, walked garden close languidly dragging sunday foot passed long pleached alley could remember one remembers fairy tale lady brocade lover musk surprised tall dahlia shrugged turned scarlet face breezeout rolling ocean crowd came drop gently whispering met look,Love
2074, came tell fault named one one laughed aloud done knew well before— oh blind blind see fault made love morewhat give lord lover given world showed light joy cover wild sweet earth restless sea gift giving— gave would find old soul would weary always living mirror,Love
2075, since beloved chambered beat within breast took soul light shrine soul decked dressed caught song throat— dissected known confessed dwell within charity halfunwelcome guestand face beneath sun upon earth noonward height feel always coming always rising night feel creep curving east earthy chill dusk slow upon land vast ever climbing shadow grow strange ecbatan tree take leaf bya poem palpable mute globed fruit dumb old medallion thumb silent sleeveworn stone casement ledge moss grown— poem wordless flight bird poem motionless time moon climb leaving,Love
2076, lost ah ear corn straight lying food darkly flying fowl afterwards white bread afloat water cast hand scatter food untowards come back tide turn many day heart yearns know return many day say say traveller say marvel woe drift sightless bird fish shadowwaved herd approach drift bread cast drift lest fall doubt reproach lost town opened sun like flat red lily million petal unfolds come undone sharp sky brush upon myriad glittering chimneytips gently exhales sun hurrying creature run labyrinth sinister flower shun dark bird fall,Love
2077, old grey full sleep nodding fire take book slowly read dream soft look eye shadow deep many loved moment glad grace loved beauty love false true one man loved pilgrim soul loved sorrow changing face bending beside glowing bar murmur little sadly love fled paced upon mountain overhead hid face amid crowd starshad heaven embroidered cloth enwrought golden silver light blue dim dark cloth night light half light would spread cloth foot poor dream spread dream foot tread softlyi know shall meet fate somewhere among cloud fight hate guard love country kiltartan cross countryman kiltartan ’ s poor likely end could bring loss leave happier law duty badewine come mouth love come eye that ’ s shall know truth grow old die lift glass mouth look sigh,Love
2078, dear isn ’ t bold thing great deed valour might old thing small act right matter others say dear thing count dear isn ’ t new way wonderseekers crowd lead u land content help u find keeping true way though music loud dear thing count dear isn ’ t loud part creed pleasing god beautiful proud part walking foot faithshod dear thing count youth season made joy love duty alone employ well deserves beauty let gay may beauty flower despisd decay let u drink sport today tomorrow love youth fly swift away age nought butwhen consider every thing grows hold perfection little moment huge stage presenteth nought show whereon star secret influence comment perceive men plant increase cheerèd checked even selfsame sky vaunt youthful,Love
2079, heart house people come go winter love sash beset snow light lamp lay cloth blow coal blaze winter love frost thick upon pane know winter comesdeath devours lovely thing lesbia sparrow share darkness—presently every bed narrow unremembered old rain dry sheer libation little petulant hand annotation erstwhile dear longer cherished need say love,Love
2080, taken scale cheek moon made fin bluejays ’ wing made eye damson shadow taken flush peachlips sun made fish heaven set swimming young october sky sit bank stream watch grass amazement turn ashy gold fish rainbow still beautiful made set swimming glad daylong gift song time change sorrow sunset wing worldend thing hang edge tomorrow glad heart whose gate apart entranceplace wonder dream come rush dini caught tremendous fish held beside boat half water hook fast corner mouth didnt fight hadnt fought hung grunting weight battered venerable homely brown skin hung strip like ancient wallpaper,Love
2081, waited sun break cloudy prison day yet done night still unbegun leaning dial many trial— silent there— burst newarisen throwing shade time travelled minute little saw much know looker shade,Love
2082, great lover filled day proudly splendour love praise pain calm astonishment desire illimitable still content dear name men use cheat despair perplexed viewless stream bear heart random dark life ere unthinking silence strife steal would cheat drowsy death far night shall remembered star outshone sun men day shall crown immortal praise loved given dared high secret darkness knelt see inenarrable godhead delight love flame—we beaconed world night city—and built emperor—we taught world die sake loved ere go hence high cause love magnificence keep loyalty young ill write name golden ever eagle cry flame set banner men may know dare generation burn blow wind time shining streaming loved white plate cup cleangleaming ringed blue line feathery faery dust wet roof beneath lamplight strong crust friendly bread manytasting food rainbow blue bitter smoke wood radiant raindrop couching cool flower flower sway sunny hour dreaming moth drink moon cool kindliness sheet soon smooth away trouble rough male kiss blanket grainy wood live hair shining free bluemassing cloud keen unpassioned beauty great machine benison hot water fur touch good smell old clothes such— comfortable smell friendly finger hair fragrance musty reek lingers dead leaf last year fern dear name thousand throng royal flame sweet water dimpling laugh tap spring hole ground voice sing voice laughter body pain soon turned peace deeppanting train firm sand little dulling edge foam brown dwindles wave go home washen stone gay hour cold graveness iron moist black earthen mould sleep high place footprint dew oak brown horsechestnuts glossynew newpeeled stick shining pool grass— love shall pas whatever pass great hour passion prayer power hold gate death theyll play deserter turn traitor breath break high bond made sell love trust sacramented covenant dust ——oh never doubt somewhere shall wake give whats left love make new friend stranger best ive known stay change break grows old blown wind world fade brain living men dy nothing remains dear love faithless one last gift give men shall know later lover farremoved praise lovely say lovedif die think there corner foreign field ever england shall rich earth richer dust concealed dust england bore shaped made aware gave flower love way roam body england breathing englishhand trembling towards hand amazing light heart eye stood supreme height ah delirious week honeymoon soon returned strange adventure settled balham end june money pac b debenture antofagasta still went,Love
2083, kiss lock hair feel sleepy one put kiss brow waking wont wake sleepy one kiss left eye right— closed tight closed tight oh hard one wake kiss nose deep breath go sleepy one kiss ear hear hear wake sleepy one kiss cheek kiss many kiss miss wont wake wont wake come lip love oh waking wake move sleepy one sleepy one kiss done oh hard one wake,Love
2084, sinking gate discern thin moon blackbird try old air pine moon sorry one sad bird ’ s tune spot unknown heartmate mine ii heartmate haunt time song would joyous cheerful moon see never gate path bough find joy scene tune night great gun unawares shook coffin lay broke chancel windowsquares thought judgementday sat upright drearisome arose howl wakened hound mouse let fall altarcrumb worm drew back mound glebe cow drooledwhen present latched postern behind tremulous stay may month flap glad green leaf like wing delicatefilmed newspun silk neighbour say man used notice thing dusk like eyelid soundless blink thei love thee—no love thee yet thou art absent sad envy even bright blue sky thee whose quiet star may see thee glad love thee—yet know whate ’ er thou dost seems still well done often mywhoever holding hand without one thing useless give fair warning attempt supposed far different would become follower would sign candidate affectionsi lost lost although long lost candle lit noon lost snowflake sea love find still spirit beautiful bright yet long lost light lost light oh plunge deep love—put,Love
2085, give undertaker permission haul body graveyard lay away head foot hand know something left put away let nanny goat billy goat shanty people eat clover grave yellow hair 1 woman named tomorrow sits hairpin teeth take time hair way want fastens last last braid coil put hairpin belongs turn drawl well grandmotherwhen old grey full sleep nodding fire take book slowly read dream soft look eye shadow deep many loved moment glad grace loved beauty love false true one man lovedparked field night many year ago saw lake beside u moon rose remember leaving ancient car together remember standing white grass beside groped way together downhill bright incredible light beginning wonder,Love
2086, sing love carves live sap hurt kill die made keep warm point eye ahead make give get give get tell u much god much human call live love another death time bring kind brutal know lower body ask rope isnt silk silk doesnt break thread thread lift lower common thing doif body parable body breath leash hold mind staying alive easier sick thing become dead thing twentyfour liver already covered fatty rot mother filled tiny coffin picture frame spent thei knew seduce destiny predict time flight 1939 dressed garment night happiness threshold fearful hamburg harbor resolved live sailed southern sea 1938 window house water stone resisted extreme horrori le sun beat life wearing incomplete oblivion yet certain dignity death hungry jaw space snap unlearned eye time tear,Love
2087, wine come mouth love come eye that ’ s shall know truth grow old die lift glass mouth look sighi met close day coming vivid face counter desk among grey eighteenthcentury house passed nod head polite meaningless word lingered awhile said polite meaningless word thought done mocking tale gibe please ai went hazel wood fire head cut peeled hazel wand hooked berry thread white moth wing mothlike star flickering dropped berry stream caught little silver trout laid,Love
2088, give hunger god sit give world order give hunger pain want shut shame failure door gold fame give shabbiest weariest hunger leave little love voice speak day end hand touch dark room breaking long loneliness dusk dayshapes blurring sunset one little wandering western star thrust changing shore shadow let go window watch dayshapes dusk wait know coming little love spot hill yellow ball autumn light prairie cornfield orange tawny gold cluster called pumpkin last october dusk fallen child join hand circle round singing ghost song love harvest moon jackolantern withit taste like first kiss let ripen almost think late beautiful bright body spoiled thats best thats open flesh thats want lay tongue savor really like first kiss hero bares nerve along wrist rule wrist shoulder unpacks head like sleepy ghost lean mortal ruler proud spine spurning turn twist poor nerve wired skull ache lovelornwhat hungry hunger one several contraption turn offbutton yes yes course art course long way percentage going might,Love
2089, walked garden close languidly dragging sunday foot passed long pleached alley could remember one remembers fairy tale lady brocade lover musk surprised tall dahlia shrugged turned scarlet face breezeit time rain snow spend sleepless night watch frost frail love gather dawnas falling rain trickle among stone memory come bubbling rain pierced temple streaming streaming chaotically come memory reedy voice servant telling tale ghost sat beside ghost bed creaked purpledark,Love
2090, heart house people come go winter love sash beset snow light lamp lay cloth blow coal blaze winter love frost thick upon pane know winter come,Love
2091, spawn fantasy sitting appraisable pig cupid rosy snout rooting erotic garbage “ once upon time ” pull weed white startopped among wild oat sown mucous membrane would eye bengal light eternity skyrocket constellation ocean whose river run fresher trickle saliva suspect place must live lantern trimming subliminal flicker virginal bellow experience colored glass baby priest green sward yewclosed silk beaver rhythm redemption fluttering breviary fluted black silk cloak hung square shoulder troncated juvenility uniform segration union severity modulation intimidation pride misapprehended preparation ebony statuesface sky preside wonder fluorescent truant heaven draw u silver circular corpse decease infects u unendurable ease touching nerveterminals thermal icicle coercive coma frail bloom innuendo inverse dawn suffuse self every corpuscle flameflower daytorch mauna loa saw daring bee today pause soar flaming heart hear crisp crinkled laughter fury tore apart bird next small humming looked startled depth fledhold soul open welcoming let quiet spirit bathe clear rippled coolness looselimbed weary find rest outstretched upon peace bed ivory let flickering flame soul play limb may come,Love
2092, rained three autumn day close frost clear starlight night shivering dawn rose cold colorless glass wakened rain cloud lost ocean surged shouted stormytossed went companion ala faint voice way sudden grassthe extraordinary patience thing beautiful place defaced crop suburban houses— beautiful first beheld unbroken field poppy lupin walled clean cliff intrusion two three horse pasturing milch cow rubbing flank outcrop rockheads,Love
2093, evening love return like wand ’ rer ’ cross sea evening love return violet evening life ’ s song field full green star golden crown eye god keen ii evening sorrow dy setting sun evening joy begin course mirth done evening kiss sweet droop upon passion vine evening come voice “ i mine ” mastered pastoral theology greek apostle difficult subject minister ’ s curriculum learned country bishop ordained went preside mount moriah largest flock conference preached,Love
2094, looking reflecting joy dream yet seem vision god eros lovearrows laden jupiter thundering death juno whitebreasted queen yet seen joy world innocent heart maiden many laughing lady leisurely wise low rich voice delicate gay cry tea fragile china cup ice macaroon sheraton heppelwhite old thin spoon rather dim painting high wall window showing lawn whereon sunlight fall pink silver garden broad kind treesled star golden star youngest star olden star king shepherd akneeling ground come inn see god highest baby asleep mother ’ s knee kiss crowned earth dreary place troubled road steep long dark lonely land god set upon lip song put lantern hand mile weary mile night stretch relentless way lantern burn serene white unexhausted cup day golden,Love
2095, hear army charging upon land thunder horse plunging foam knee arrogant black armour behind stand disdaining rein fluttering whip charioteer cry unto night battlename moan sleep hear afar whirling laughter cleave gloom dream blinding flame clanging clanging upon heart upon anvil come shaking triumph long green hair come sea run shouting shore heart wisdom thus despair love love love left aloneof dark past child born joy grief heart torn calm cradle living lie may love mercy unclose eye young life breathed glass world come pas child sleeping old man gone father forsaken forgive son,Love
2096, road steep long dark lonely land god set upon lip song put lantern hand mile weary mile night stretch relentless way lantern burn serene white unexhausted cup day golden light light like wine dim boasted splendor behold little lamp mind starlike star looking reflecting joy dream yet seem alden march dropping sail pennant never wind may reach float sunless water beside sunless beach mighty mast funnel white driven snow pallid radiance ghostly bulwark glow spanish galleon oncein wood call rouge bouquet newmade grave today build never spade pick yet covered earth ten metre thick lie many fighting men dead youthful prime never laugh love taste summertime death came flying air,Love
2097, hold soul open welcoming let quiet spirit bathe clear rippled coolness looselimbed weary find rest outstretched upon peace bed ivory let flickering flame soul play limb may come keenness fire life joy tongue flame going tightly strung tune may rouse bleareyed world pour beauty begotten watered street shine glare lamp cold white lamp lie like slowmoving river barred silver black cab go one another hear shuffling foot tramp doze windowonly beautiful beautiful beautiful red green blue—the wet lip laughing curl white shell beauty woman perfect tendon skin perfect life twist flood desire truth eachdespair still servant violet wild ongoings bone remember must made servant salt watery acre body beloved child leaning forward exhibit birch forest made bronze lighti wanted thing lover … desired peace intimately know secret curve deepbosomed contentment learn heart thing beautiful slow city night cloudful sky i ’ ve wanted open cottage door old color smell part,Love
2098, night park brave star look light link chain gold lake bear reflection broken bar seem heavy tremulous water hold watch swan sleep shadowy place one wake uplift head still are—your gaze face— watch swan never word said,Love
2099, love much river surging spring seek sea generous giver love stoop drink foot turn desert place shadowless reft rain dew star stare sharpened face heaven pitilessly blue midnight sick faring stoop desire slake thirst grown past bearing stagnant water keen fire come soft rain smell ground swallow circling shimmering sound frog pool singing night wild plum tree tremulous white robin wear feathery fire whistling whim low fencewire notwhat give lord lover given world showed light joy cover wild sweet earth restless sea gift giving— gave would find old soul would weary always living mirror,Love
2100, greenest valley good angel tenanted fair stately palace— radiant palace—reared head monarch thought ’ s dominion— stood never seraph spread pinion fabric half fair gaily bedight gallant knight sunshine shadow journeyed long singing song search eldorado grew old— knight bold— o ’ er heart shadow fell found nothere qualities—some incorporate thing double life thus made type twin entity spring matter light evinced solid shade twofold —sea shore— body soul one dwells lonely place newly grass,Love
2101, distraction panacea sir hear oracle medicine say doctor specific yesterday tried result deter second trial devil ’ s line golden hair raven black composed cheek like seashell rosed clear widowed sky seem divine noif ever two one surely ever man loved wife thee ever wife happy man compare ye woman prize thy love whole mine gold rich east doth hold love river can not quench,Love
2102, churchyard old still breezetouched branch thrill fro giant oak tree blend shade oer sunken gravemound made long ago stone crumbling head bear mossed name dead graven deep myriad blossom grace clothes trembling light place sleep young man strength laid beneath low mound length heeding naught maiden parent wail saw pulseless pale hither brought else one full day traveled darksome way tired looked forth unto end saw death come friend long desired rest earth wisest may know tell blossom witness bear laid sleeper loved well dust closed oer planted garden store deemed sweet till fragrant gleam outspread swept beauty head foot still early springtime glow guelderroses cast snow oer rest still sweetwilliams breathe perfume peony crimson bloom drape breast passing stranger pity lie forgot neath earth one loved him—more fall mortal love life worth time thing say future little way longer ceaseless toil oppressed shall leisure thought rest debt upon land paid foundation firm business laid shall take time discourse long sweet withthey thought field wasting gathered marker rock stone piled barn say rock shaped scratched triangle form must trying invent new language say rock went buildwhat longer man can ’ t die earth place bury body sky understands language bird body say earth made everything fallen heaven one looking promise defy gravity return,Love
2103, golden head wit live far higher life near woman like young philosopher perchance diminutive woman ’ s manly god must exceed proportion natural nursing size great poet great sage draw prize woman little lapdog breedmadam would speak come deluge else fire she ’ s well thanks husbandship chain silence clank time leer twiddling thumb quite well excellent health journal diligently peruse vesuvius expected give news niagara iswe family bed five u touching arm chest cradling head child bending ease departure bless mysterious journey— alone uncovering bony leg preparing rest limbo fashioned earthraven deep sleep dreaming world saw thing happened dreamed thing came life hardly knew begin world last understood fodder dilemma troubled made restless disturbed sleep,Love
2104, went ship set keel breaker forth godly sea set mast sail swart ship bore sheep aboard body also heavy weeping wind sternward bore u onward bellying canvas circe craft trimcoifed goddess sat wewhile hair still cut straight across forehead played front gate pulling flower came bamboo stilt playing horse walked seat playing blue plum went living village chokan two small people without dislike suspicion fourteen,Love
2105, misery greater live know flesh pure keen sense penance offence save love le forgive le forgive though adore cruel lovely pallor surround footstep low vibrating sound come fromtake kiss upon brow parting thus much let avow wrong deem day dream yet hope flown away night day vision none therefore le gone see seem dreamo little root dream hold undermined blood longer visible anyone property death curve face may speech earth ardor thing eye even read blind even refute letter,Love
2106, golden head wit live far higher life near woman like young philosopher perchance diminutive woman ’ s manly god must exceed proportion natural nursing size great poet great sage draw prize woman little lapdog breed hugged mantelpiece perched adoration obtain homage men vain ’ t ordered world ’ s increase small flattery yet rare gift beauty common sense approved half nice loved yet prefer what ’ s drift ‘ in paris louvre seen sumptuouslyfeathered angel pierce prone lucifer descending looked fierce showing fight fair one serene young pharsalians disarray le willingly lock floating silk suckling mouth upon milk heaven mightlove ere bleeds eagle high sky earth beneath wing reddened eve view rosy dawn vain weave fatal web far fly arrow strike there ’ s change move track spent pain whose red drop link harsho little room brimmed prayer rest bade gloom breast lie upon breast mother care house safe warm shadowy blossom hair hide u bitter stormmy sweetest lesbia let u live love though sager sort deed reprove let u weigh heaven great lamp dive west straight revive soon set little light must sleep one everduring night would lead theironly name day well fly away face old tradition sheltered spot world forgot well park inhibition come gaze eye lovelight lie psychoanalyzes glean fantasy mean life hold,Love
2107, along garden terrace purple valley lighted edge smoky torchflame long cloudledge whereunder dropped chariot glimmer rich quiet company pace wait dinnerbell praedigestive calm sweet violet bank southern balm breathes round care notbook thing beauty joy ever loveliness increase never pas nothingness still keep bower quiet u sleep full sweet dream health quiet breathing therefore every morrow wreathing,Love
2108, april bend find fast asleep dust need keep secret live heart died keep april tell thrush meadowlark know pipe three word lightly wind blow roof swallow note like farblown rain tell little sparrow beside windowpane sparrow little sparrow fast asleep tell love secret died keepi lost lost although long lost candle lit noon lost snowflake sea love find still spirit beautiful bright yet long lost light lost light oh plunge deep love—put sens leave deafin wild soft summer darkness many many night two together sat park watched hudson wearing light like golden spangle glinting black satin rail along curving pathway low happy place let u cross hill tree dripped bloom,Love
2109, must flattered imperious desire speaks lady content play game sentiment enter path perilous across beauty throw light make threefold must mine first secret avowed must shine envied—i lessened proper sight watchful beauty lady dear much hang lamp can not tell earnestly pray tend well men shall see burning sphere men shall mark eyeing groan god grand sunflower feel prompting satanic power homage unto alone knew wept waking eye hand light quiver head strange low sob shook common bed called sharp surprise strangled mute like little gaping snake dreadfully venomous lay stonestill long darkness flowed awayspontaneous nature loving day mounting sun friend happy arm friend hanging idly shoulder hillside whiten ’ d blossom mountain ash,Love
2110, ’ ti christmas weather country house receives u room full get atticcrib lover fret halfsaid great carouse knock hard upon midnight ’ s hollow door knock see pit come dullard fit enter liesharp night star frost alive leap rim earth across dome night make heaven home nest whereto apace strive length road firtree seems hive swarm outrushing golden comb waken wave thought burst tomy sweetest lesbia let u live love though sager sort deed reprove let u weigh heaven great lamp dive west straight revive soon set little light must sleep one everduring night would lead theirmy love birth rare ’ ti object strange high begotten despair upon impossibility magnanimous despair alone could show divine thing feeble hope could ner flown vainly flapt tinsel wing yet quickly might arrive light flow war mocking word yet behold tear mine eye wet feel nameless sadness oer roll yes yes know jest know know smile something breast thy light word bring,Love
2111, failing longer cast glory round head gold glory wear springing mould like consecration past soul beggared something earth cry still can not peace love upon mortal lease can not take woman worth ancient wealth wherewith clothed human nakedness could endow spiritual splendour white brow else grinned fact loathed kiss kiss wave great flood whirl sea we ’ ll sit contentedly eat pot honey grave give imagination pure light human form fix shame devil hideous human game— imagination urging appetite thus fallen earth ’ s greatest gogmagogs dazzle u can not revere imagination charioteer default better drive hog soonly name day well fly away face old tradition sheltered spot world forgot well park inhibition come gaze eye lovelight lie psychoanalyzes glean fantasy mean life hold,Love
